image_path,label,filename,file_hash
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Acne and Rosacea Photos/acne-pustular-18.jpg,Acne and Rosacea Photos,acne-pustular-18.jpg,db3b3b24feca2df43c469cdca7d43e5969d0ec063acf15e239c6b94536341d53
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Acne and Rosacea Photos/perioral-dermatitis-34.jpg,Acne and Rosacea Photos,perioral-dermatitis-34.jpg,a785f27be4afac457bc0232464d0b10571be4c78cdb5a13ea214e19d0ffe809a
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Acne and Rosacea Photos/acne-open-comedo-7.jpg,Acne and Rosacea Photos,acne-open-comedo-7.jpg,cf7843c584ab84c9e82a17f9c27c7728e062fb167665c06846424f9d4c5f03d0
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Acne and Rosacea Photos/acne-pustular-3.jpg,Acne and Rosacea Photos,acne-pustular-3.jpg,3df7afef91e019d5555686267bbaa9e433a6484c2c07a98442f937e00a0a2016
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Acne and Rosacea Photos/perioral-dermatitis-43.jpg,Acne and Rosacea Photos,perioral-dermatitis-43.jpg,ac76bbc26ba778664f049f9d608862dbbb7765452447ae58f675ec3491a8a626
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Acne and Rosacea Photos/hidradenitis-suppurativa-26.jpg,Acne and Rosacea Photos,hidradenitis-suppurativa-26.jpg,4268292fae152e2d0e8b2646271e4a6315d10978888710a21e1839e7f0067c3f
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Acne and Rosacea Photos/hidradenitis-suppurativa-32.jpg,Acne and Rosacea Photos,hidradenitis-suppurativa-32.jpg,26a6c68d5334ecc3ed6b2497427a6693c29108a702f005fc847f031f116c859f
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Acne and Rosacea Photos/fordyce-spots-lip.jpg,Acne and Rosacea Photos,fordyce-spots-lip.jpg,5c659b4f94af582b7ff0cd029a33bfd32f8b796f425115677bc3276b6825bace
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Acne and Rosacea Photos/milia-9.jpg,Acne and Rosacea Photos,milia-9.jpg,1ad835cd9c3bf22d7e339b45d78802525a2c3469669193853dc1dc5706336db5
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Acne and Rosacea Photos/08PerioralDerm0203.jpg,Acne and Rosacea Photos,08PerioralDerm0203.jpg,970d803c96d0da0868617b8d4ac714d5e5e8dba2b2802292e7c5773494908d8b
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Acne and Rosacea Photos/acne-open-comedo-9.jpg,Acne and Rosacea Photos,acne-open-comedo-9.jpg,77a256f26123f54d3c194f55d53a66ef82077c3d60e84cc0e846f6b119fdbf6c
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Acne and Rosacea Photos/acne-cystic-18.jpg,Acne and Rosacea Photos,acne-cystic-18.jpg,7c4e08fd95806e868d7f8804eb1cd63400f9c7c9523c2d8f7319550177b46f8e
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Acne and Rosacea Photos/acne-excoriated-2.jpg,Acne and Rosacea Photos,acne-excoriated-2.jpg,7ccbbe79fb2600e8145d331c843103a543bb45ffd4fcbef470bd3e5b54e8fe3f
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Acne and Rosacea Photos/07PerioralDermq.jpg,Acne and Rosacea Photos,07PerioralDermq.jpg,1dc7417d45c160b9a46b92c27caa39cef4a728bc7cc26319bb051fa273cafe5d
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Acne and Rosacea Photos/07PerlecheAccutane.jpg,Acne and Rosacea Photos,07PerlecheAccutane.jpg,d7024095ea5c4bb0756a4e7b77a0a9aa134a4006edb8662517a91306ca223977
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Acne and Rosacea Photos/acne-closed-comedo-003.jpg,Acne and Rosacea Photos,acne-closed-comedo-003.jpg,669bde625cfee4524f5fbb4740fdbbccd11ead94d9405700ee571a87fa371df3
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Acne and Rosacea Photos/acne-cystic-20.jpg,Acne and Rosacea Photos,acne-cystic-20.jpg,e561dc682cde283c4705635ff2aab7f968420d225fb81efc4e4a6f75baa8cb80
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Acne and Rosacea Photos/07Acne081101.jpg,Acne and Rosacea Photos,07Acne081101.jpg,7528ca8cf65fd639330341daf68eff1e175d30c0182e0ad9c9e5b77bf3f86485
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Acne and Rosacea Photos/07SteroidRosacea43.jpg,Acne and Rosacea Photos,07SteroidRosacea43.jpg,3c202fa5c83b8fdf4f9e5505fb45910799e22dcac7a6734092a1253583e4a7ab
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Acne and Rosacea Photos/08PerioralDerm1.jpg,Acne and Rosacea Photos,08PerioralDerm1.jpg,ac76bbc26ba778664f049f9d608862dbbb7765452447ae58f675ec3491a8a626
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-superficial-13.jpg,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,basal-cell-carcinoma-superficial-13.jpg,1ac3d1a3302174859c0d1f081988e5433e783e1e81175811fefa1d62515d8d24
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-face-19.jpg,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,actinic-keratosis-face-19.jpg,c86884e6c6592e1a6478a891638098a2f4432bea81f92a6a36e00f98655d13ee
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/bowens-disease-70.jpg,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,bowens-disease-70.jpg,bd10807fd5ab77f38bd0274902ad2eb66c90d634968cced5f6aae789c7ab15db
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/squamous-cell-carcinoma-ear-24.jpg,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,squamous-cell-carcinoma-ear-24.jpg,418159d435bfc31f455fdf2201d50ecc9eaa771849e044ebc33cb775bf65720e
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-face-46.jpg,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,actinic-keratosis-face-46.jpg,09d1419322286f0b61730b2a6b984c7319da1b34f75c46c7498ba906f4795181
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-horn-5.jpg,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,actinic-keratosis-horn-5.jpg,8809ebf093e8239152958328dd65b16285398a42f257b094a61a720f2830b2ff
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-cheilitis-sq-cell-lip-23.jpg,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,actinic-cheilitis-sq-cell-lip-23.jpg,5efa94af6949e03a895d96d4c53936711619a384535c8ed3f13dfb84ac6add21
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-cheilitis-sq-cell-lip-37.jpg,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,actinic-cheilitis-sq-cell-lip-37.jpg,ccdefc70d59de0257172445f5473b4fc84ba376b8ce5240bfbc9c34a7a855910
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-lesion-72.jpg,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,basal-cell-carcinoma-lesion-72.jpg,24ac8087c54b51c5c4d71153c65258e2351913eb927e02b26ac2932b3058e0c9
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-cheilitis-sq-cell-lip-36.jpg,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,actinic-cheilitis-sq-cell-lip-36.jpg,b19ef636e95cb5818d040168a350ad40770727b80887062cd9ef3437a2e362cb
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-hand-20.jpg,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,actinic-keratosis-hand-20.jpg,5558bfd3e4deac6307f6726d179466640cced3e52b6c66da88014d81a1616af9
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-lesion-56.jpg,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,basal-cell-carcinoma-lesion-56.jpg,a8b8488c438a5b09f156fd2f9120f4a1c364b7836aabc4df8ad8509ae28ccf8f
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-lesion-79.jpg,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,basal-cell-carcinoma-lesion-79.jpg,b78a2b6295d9aa83f8c0f21ab24563be9968d623f896d8e76c0fc75d12405f81
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-pigmented-64.jpg,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,basal-cell-carcinoma-pigmented-64.jpg,d832aa111c9655de867d76ab78ab78b59314d85b76a1253ffa74fd4227e049c8
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/squamous-cell-carcinoma-lip-7.jpg,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,squamous-cell-carcinoma-lip-7.jpg,c18bbb90048c4c87992e6a30c010f70389e63f6b2ec6ded3a024bbc435a52199
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/leukoplakia-14.jpg,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,leukoplakia-14.jpg,2a8b4424d4bc0a78a848bebd967ba0f20798351af94876bb58cce1a6824989bf
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/squamous-cell-carcinoma-lip-6.jpg,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,squamous-cell-carcinoma-lip-6.jpg,0d7320e030172c499f73ff80f766aa3081475cf0a2fae20bde4752eab558dda0
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-lid-17.jpg,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,basal-cell-carcinoma-lid-17.jpg,5b4ce1b61161fb448b06f52c4c7d3b7b0f4fa422372c85a99155071bfbb910ca
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/metastasis-33.jpg,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,metastasis-33.jpg,b3410ca701ed4e613de27eb5d0da1b00bddb8e36d138e99ac56facd6c4e5ddcc
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-nevus-syndrome-18.jpg,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,basal-cell-nevus-syndrome-18.jpg,a46944ddc434f33ea83f06246db8d791af4b15237553f98d4298c3ecae4a6fea
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/erythroplasia-queyrat-8.jpg,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,erythroplasia-queyrat-8.jpg,a2667940218bac6ab8921e733aec8ab0bfbb3153626f2891d3e9fd1a2841c244
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-lid-29.jpg,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,basal-cell-carcinoma-lid-29.jpg,2f2bde84b545eddeb7ca0c1a90252666b1c112e58f229a5f2f274c111ae4617e
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-horn-12.jpg,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,actinic-keratosis-horn-12.jpg,7dc7ad5eacb5765b24204b3842dd9b09aa98adae0cb9cba1eb2125295ef8beb9
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/leukoplakia-13.jpg,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,leukoplakia-13.jpg,6bb6e78fa64ab877bb7e01b304a4bf8f070f51853e53c9a6501dca9e5eb22bc4
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/squamous-cell-carcinoma-lip-26.jpg,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,squamous-cell-carcinoma-lip-26.jpg,deb689db8c77ac9ec77a24f4878957305b61eb72de7ffd2894bb75fec11f7595
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/squamous-cell-carcinoma-lesion-25.jpg,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,squamous-cell-carcinoma-lesion-25.jpg,3b08c52f26353614f5cc2d06e6c2d141a369c405f78a7bdc1e04e8f5f5133b9b
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/actinic-keratosis-horn-10.jpg,Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions,actinic-keratosis-horn-10.jpg,3588495cc31869d6ae145d8258880d8cf0bbec2ed665f4a9f3e072ed2851b51e
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Atopic Dermatitis Photos/05pityriasisAlba94-GP3.jpg,Atopic Dermatitis Photos,05pityriasisAlba94-GP3.jpg,d2882b156f47275eaee7b88dd296ed31a47c71179b5932769d06648678a467e3
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Atopic Dermatitis Photos/05AtopicHand1q.jpg,Atopic Dermatitis Photos,05AtopicHand1q.jpg,4e2545e5bf6e0d3bce7d7f060ba47d76bd1fe9e8d156d19cff8a009eda8234bd
/Users/saivishwa/Projects/DermNet-main/Dataset/train/Atopic Dermatitis Photos/05AtopicHand.jpg,Atopic Dermatitis Photos,05AtopicHand.jpg,b7dfddd322ba2654434e4044f524665cddd817df4c87d04bca70f78ed73f5a43
